review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
55,nice app,POSITIVE,0.9998061060905457,App Quality and Services
56,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,POSITIVE,0.8869743943214417,User Experience and Efficiency
57,i can't access it properly i think it needs update,NEGATIVE,0.9996213912963868,User Experience and Efficiency
58,👌👌,NEGATIVE,0.6970565915107727,General Banking Operations
59,best 👌,POSITIVE,0.9997019171714784,Positive App Features/Experience
60,not refresh,NEGATIVE,0.999051868915558,App Quality and Services
61,your statement is not used as wanted,NEGATIVE,0.99908447265625,App Quality and Services
62,good very good,POSITIVE,0.9998477697372437,Positive App Features/Experience
63,this is absolute trash why because it's not woking most time the servers are down even though i'm using 4g data internet they steal not working they use to work with out even data package now it's trash can't even send money,NEGATIVE,0.9997031092643738,Positive App Features/Experience
64,bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,NEGATIVE,0.98004812002182,General Banking Operations
65,good !,POSITIVE,0.9998268485069276,Positive App Features/Experience
66,i like it,POSITIVE,0.99985933303833,Positive App Features/Experience
67,very nice app,POSITIVE,0.9998562335968018,App Quality and Services
68,the app is not functional this week.,NEGATIVE,0.9996664524078368,User Experience and Efficiency
69,very updated bank,POSITIVE,0.999656081199646,User Experience and Efficiency
70,tankyu,POSITIVE,0.8404368162155151,General Banking Operations
71,numbers 2 and 3 don't write during pin verification.,NEGATIVE,0.986690640449524,Positive App Features/Experience
72,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",NEGATIVE,0.9989122152328492,App Quality and Services
73,loved it,POSITIVE,0.9998797178268432,User Experience and Efficiency
74,this app is not working on my phone,NEGATIVE,0.9996734857559204,User Experience and Efficiency
75,cbe needs to show transaction fees before the transaction is confirmed and not after. this is a big issue as fees are no longer insignificant.,NEGATIVE,0.964024543762207,User Experience and Efficiency
76,"after the recent updates, i am unable to download a receipt. i can't see the names of account holders i've previously transacted with. very important. please fix it asap.",NEGATIVE,0.9985938668251038,User Experience and Efficiency
77,wow 😘😘😘,POSITIVE,0.9992976188659668,User Experience and Efficiency
78,mobile banking broblem,NEGATIVE,0.9918060302734376,App Quality and Services
79,good job,POSITIVE,0.999835729598999,Positive App Features/Experience
80,it is a good and clear apps to use,POSITIVE,0.9998574256896972,Positive App Features/Experience
81,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,NEGATIVE,0.929838240146637,App Functionality/Issues
82,i love this app b/c every option in the app very clear and supportive.,POSITIVE,0.9998561143875122,App Quality and Services
83,niiceh,POSITIVE,0.8779535293579102,General Banking Operations
84,the app is good but their is no dark mode you have to add it,POSITIVE,0.9965399503707886,Positive App Features/Experience
85,🤮,NEGATIVE,0.6970565915107727,General Banking Operations
86,abdulakim abrahim elemoo,POSITIVE,0.9634568691253662,General Banking Operations
87,strong,POSITIVE,0.999862551689148,Positive App Features/Experience
88,abebaw zenebe,NEGATIVE,0.5422849655151367,General Banking Operations
89,good i love it keep it up but if we had a new update that will be fire soo good,POSITIVE,0.9990962743759156,User Experience and Efficiency
90,cbe,POSITIVE,0.9966009855270386,App Functionality/Issues
91,active and granted system,POSITIVE,0.998322069644928,General Banking Operations
92,fast app,POSITIVE,0.9983617663383484,Positive App Features/Experience
93,cool 😎,POSITIVE,0.9997991919517516,App Quality and Services
94,galaxy a10s,POSITIVE,0.8983982801437378,User Experience and Efficiency
95,the best apps,POSITIVE,0.9998617172241212,Positive App Features/Experience
96,arif app new,NEGATIVE,0.5203981995582581,App Quality and Services
97,laga bari biranch,NEGATIVE,0.9922856092453004,App Quality and Services
98,ነነሠነሠሠነሠሠሠሠነየነ,NEGATIVE,0.6970565915107727,User Experience and Efficiency
99,i would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,NEGATIVE,0.9949776530265808,App Quality and Services
100,attractive,POSITIVE,0.9998689889907836,User Experience and Efficiency
101,mite,NEGATIVE,0.996557116508484,General Banking Operations
102,useful,POSITIVE,0.9997634291648864,Positive App Features/Experience
103,"not good, not bad!",NEGATIVE,0.9981550574302672,App Quality and Services
104,very good,POSITIVE,0.9998520612716676,Positive App Features/Experience
105,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,NEGATIVE,0.9546589255332948,User Experience and Efficiency
106,imp,NEGATIVE,0.9978600144386292,App Functionality/Issues
107,super fast app,POSITIVE,0.9976546168327332,Positive App Features/Experience
108,"the app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. it also forces users to turn off developer options, which is unnecessary — other banking apps work fine without that. many people use developer mode for normal reasons. please fix performance issues, remove this restriction, and add biometric login for better security and convenience",NEGATIVE,0.998361885547638,Positive App Features/Experience
109,"it says ""ti is work any more in your device"" what can i do??",NEGATIVE,0.9991005659103394,App Quality and Services
110,blah blah blah,NEGATIVE,0.997789978981018,App Quality and Services
111,bad ግዴታ መሆንሁ,NEGATIVE,0.9995405673980712,General Banking Operations
112,cbe no.1,POSITIVE,0.9968194961547852,App Functionality/Issues
113,"it's not work correctly when it's needed sometimes, but it works sometimes though",POSITIVE,0.996988832950592,User Experience and Efficiency
114,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,POSITIVE,0.999740183353424,Positive App Features/Experience
115,gooof,NEGATIVE,0.996545135974884,App Quality and Services
116,"suddenly the cbe application i was using stopped working and called callcenter, i was told it's because it expired and i should vist any branch to fix it. so i went to cbe silassie branch.after filling a form they gave me, i sat down and waited until they finish fixing 2 customer's case who arrived before me. but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i left.with no service.why?",NEGATIVE,0.9996702671051024,App Quality and Services
117,still not perfect like before,NEGATIVE,0.9995744824409484,App Quality and Services
118,this app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. i think it is a risk full app😭😭😭🤤🤤,NEGATIVE,0.9985210299491882,Positive App Features/Experience
119,applied,POSITIVE,0.998971939086914,App Functionality/Issues
120,10 years ago,POSITIVE,0.9060004353523254,App Quality and Services
121,asefa obsa,NEGATIVE,0.9988316893577576,App Functionality/Issues
122,it's good app,POSITIVE,0.9998689889907836,Positive App Features/Experience
123,very slow,NEGATIVE,0.9997065663337708,App Quality and Services
124,berhan deriba wami,POSITIVE,0.7555697560310364,Positive App Features/Experience
125,mahamad usman,POSITIVE,0.9890894293785096,App Functionality/Issues
126,erako,POSITIVE,0.997822403907776,Positive App Features/Experience
127,🔥🔥🔥🔥🔥,NEGATIVE,0.6970565915107727,General Banking Operations
128,opne,NEGATIVE,0.7972500920295715,User Experience and Efficiency
129,mehommd nuri,POSITIVE,0.9508018493652344,Positive App Features/Experience
130,providing very secure service.,POSITIVE,0.9993906021118164,Positive App Features/Experience
131,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,NEGATIVE,0.9760127663612366,App Functionality/Issues
132,ዳር ኑሮ ላለው ኣፍሪቻን ው,NEGATIVE,0.8832131028175354,User Experience and Efficiency
133,riyad mohammed abaoli 92 527 2567,POSITIVE,0.9531126022338868,App Functionality/Issues
134,it doesn't show bank statement and no options to see transactions for the past months.,NEGATIVE,0.9994134902954102,App Quality and Services
135,mamma husen,POSITIVE,0.9694636464118958,App Quality and Services
136,3 stars because i can't see all my transaction history apart from the recents and a refresh button has been removed from the recents activity. the app should allow clients to view all of the transactions not just recents.,NEGATIVE,0.9932369589805604,App Quality and Services
137,exceptional application from others bank,POSITIVE,0.9996663331985474,General Banking Operations
138,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",NEGATIVE,0.9849932193756104,User Experience and Efficiency
139,good👍👍👍😊😊😊,NEGATIVE,0.6970565915107727,Positive App Features/Experience
140,really good app,POSITIVE,0.9998643398284912,Positive App Features/Experience
141,smart bank cbe,POSITIVE,0.9971417784690856,App Quality and Services
142,ali urgesa11,NEGATIVE,0.9212201833724976,Positive App Features/Experience
143,it's good,POSITIVE,0.9998360872268676,Positive App Features/Experience
144,good apps,POSITIVE,0.9998608827590942,Positive App Features/Experience
145,password በጣት አሻራ ቢኖረው መልካም ነበር,NEGATIVE,0.8905713558197021,General Banking Operations
146,best app i ever seen,POSITIVE,0.999450147151947,App Quality and Services
147,it's game changing in financial system,POSITIVE,0.9973504543304444,App Quality and Services
148,"z,mkt 20_._!8+⅓⅕😘r",NEGATIVE,0.9171797633171082,Positive App Features/Experience
149,will good updating,POSITIVE,0.9998600482940674,User Experience and Efficiency
150,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",NEGATIVE,0.9994321465492249,Positive App Features/Experience
151,why removing screenshot feature why?,NEGATIVE,0.9981147050857544,App Quality and Services
152,very good application! thank you all who participate!,POSITIVE,0.99987530708313,Positive App Features/Experience
153,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,POSITIVE,0.9998462200164796,Positive App Features/Experience
154,user compatible app!,POSITIVE,0.9933547973632812,User Experience and Efficiency
155,"i am trying to access this app on my android phone, but sometimes doesn't work. so kindly try to improve it.",NEGATIVE,0.9972966313362122,User Experience and Efficiency
156,what an amazing app. you know how much it simplify life. thanks cbe. i proud of you.,POSITIVE,0.9998732805252076,Positive App Features/Experience
157,our commercial bank of ethiopia is good !,POSITIVE,0.9998595714569092,Positive App Features/Experience
158,asledin ibsa,POSITIVE,0.9360381364822388,User Experience and Efficiency
159,terrible when showing history of transaction it shows in disorganised way,NEGATIVE,0.9996823072433472,User Experience and Efficiency
160,my bank,NEGATIVE,0.845909595489502,Positive App Features/Experience
161,data,POSITIVE,0.961766242980957,User Experience and Efficiency
162,"lately i am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that i was working fine a few day ago and also it says when i enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",NEGATIVE,0.9996047616004944,User Experience and Efficiency
163,excellent app with lots of features,POSITIVE,0.9998672008514404,App Quality and Services
164,very good 👍 mobile banking,POSITIVE,0.9998119473457336,App Quality and Services
165,so special,POSITIVE,0.9998575448989868,App Functionality/Issues
166,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,NEGATIVE,0.949227809906006,General Banking Operations
167,woow cbe,POSITIVE,0.8725982308387756,App Functionality/Issues
168,cbe the best bank app,POSITIVE,0.9993187189102172,Positive App Features/Experience
169,this app cbe bank it's simple and smart i like it.,POSITIVE,0.999851942062378,App Quality and Services
170,rijalufaris,POSITIVE,0.678228497505188,App Functionality/Issues
171,its best app but i hate the repeatedly update request,NEGATIVE,0.9902864098548888,App Quality and Services
172,imoo,POSITIVE,0.9941620230674744,General Banking Operations
173,"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",POSITIVE,0.991557002067566,Positive App Features/Experience
174,screen shoot always not allowed why?,NEGATIVE,0.9965750575065612,User Experience and Efficiency
175,enkorabetalen,POSITIVE,0.9099953174591064,Positive App Features/Experience
176,gamada mahamadi,POSITIVE,0.7746045589447021,App Quality and Services
177,it is very good banking web but its network is sometimes busy i hope they willfix the problem,NEGATIVE,0.9974638223648072,User Experience and Efficiency
178,verfcasencod,NEGATIVE,0.8742530941963196,User Experience and Efficiency
179,you can't get your own transaction history,NEGATIVE,0.9996032118797302,App Quality and Services
180,sintu,NEGATIVE,0.9596135020256042,Positive App Features/Experience
181,bank of ethiopia,POSITIVE,0.9304206371307372,Positive App Features/Experience
182,"all most good, but need improvement",NEGATIVE,0.8200955390930176,User Experience and Efficiency
183,"great application for me,so i would like to rate with solid 5 star.that it works well overall. so hello everyone enjoy the apps",POSITIVE,0.999836564064026,User Experience and Efficiency
184,poor app all of you guys delete cbe and download boa,NEGATIVE,0.9997864365577698,App Quality and Services
185,niceapp,POSITIVE,0.9998270869255066,App Functionality/Issues
186,the best app of all,POSITIVE,0.9998633861541748,Positive App Features/Experience
187,❤️,NEGATIVE,0.6970565915107727,General Banking Operations
188,"most of the time when i try to open the app, it does not load. the circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". this seems to mean that the app cannot connect to the internet, even though i have a stable internet connection, and all other stuff work properly.",NEGATIVE,0.9988370537757874,User Experience and Efficiency
189,juhaar,NEGATIVE,0.6955298185348511,App Functionality/Issues
190,i am using cbe app very fantastic.,POSITIVE,0.999567449092865,App Quality and Services
191,bist app tankyou,NEGATIVE,0.9962037205696106,App Quality and Services
192,this is very useful and consistent app,POSITIVE,0.9998074173927308,App Quality and Services
193,"this application provides timely service in a good, fast and reliable manner.",POSITIVE,0.999851942062378,Positive App Features/Experience
194,so good,POSITIVE,0.999841570854187,Positive App Features/Experience
195,it will be more better if the app have the feature receipt verifying from qr code screenshot images from gallery ... currently it works only from direct camera capturing,NEGATIVE,0.9990800619125366,General Banking Operations
196,"from the ux perspective it can be better, it's old and it's not obvious where you can find some things",NEGATIVE,0.9970171451568604,Positive App Features/Experience
197,it is amazing app but it is more better if it is possible to transfer from account to other telebirr,NEGATIVE,0.7687899470329285,App Quality and Services
198,"the app was great while it was active. however, after the app did an update, i lost connection with a message ""network error"". please try to fix it as there are many clients of cbe using this app globally from abroad countries.",NEGATIVE,0.9989680051803588,User Experience and Efficiency
199,very important app,POSITIVE,0.9995480179786682,User Experience and Efficiency
200,the best of all mobile banking in ethiopia works perfectly fine,POSITIVE,0.9998689889907836,App Quality and Services
201,dantro band!!!,POSITIVE,0.994389832019806,User Experience and Efficiency
202,some time when make transfer from mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,POSITIVE,0.9983887672424316,Positive App Features/Experience
203,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,NEGATIVE,0.9951974749565125,App Quality and Services
204,why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,NEGATIVE,0.9981855750083924,App Quality and Services
205,አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,NEGATIVE,0.932232677936554,User Experience and Efficiency
206,asfaw damse,NEGATIVE,0.987163245677948,User Experience and Efficiency
207,jabadhaa namatii tolataan,NEGATIVE,0.962352991104126,Positive App Features/Experience
208,"the app is very good in its interface and user friendly. but it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",NEGATIVE,0.9511564373970032,User Experience and Efficiency
209,the app is user friendly. but i want some amendment or include option of sending money to other tele birr like other cbe birr.,NEGATIVE,0.9966429471969604,User Experience and Efficiency
210,truly amazing!,POSITIVE,0.9998810291290284,App Functionality/Issues
211,doesn't have option to generate statement for transactions,NEGATIVE,0.992244303226471,User Experience and Efficiency
212,😎,NEGATIVE,0.6970565915107727,General Banking Operations
213,janalebl,POSITIVE,0.9632813930511476,App Quality and Services
214,nice application,POSITIVE,0.9998229146003724,Positive App Features/Experience
215,waaaaaaaw,NEGATIVE,0.9848952293395996,App Quality and Services
216,very nice,POSITIVE,0.9998563528060912,App Quality and Services
217,of,POSITIVE,0.9193394780158995,General Banking Operations
218,it's best app to use recently and upgraded day to day for internationalization,POSITIVE,0.99834942817688,Positive App Features/Experience
219,easy to use and not complicated 👍,POSITIVE,0.9179602265357972,Positive App Features/Experience
220,apdat the app,NEGATIVE,0.9424067139625548,Positive App Features/Experience
221,good in bankin at any time & any where.,POSITIVE,0.9995506405830384,App Quality and Services
222,great,POSITIVE,0.9998630285263062,General Banking Operations
223,"what a useless app! transfers, wallet payments, other banks — nothing works. updated, restarted, cleared cache, reinstalled — still useless. crashed and forced me to visit a branch just to log in 3 times. one of the biggest banks in the country can’t fix issues a junior developer could solve. completely unreliable. big bank , zero functionality!",NEGATIVE,0.9998034834861756,User Experience and Efficiency
224,it is best to me,POSITIVE,0.9966468214988708,Positive App Features/Experience
225,hayizgi mebrahtom feshay,NEGATIVE,0.6387802362442017,Positive App Features/Experience
226,excellent app,POSITIVE,0.9998356103897096,App Quality and Services
227,after apdate the app doesn't work any thing else it said enable to connects,NEGATIVE,0.9993560910224916,App Quality and Services
228,love,POSITIVE,0.9998735189437866,User Experience and Efficiency
229,hasasa bank,POSITIVE,0.8199579119682312,Positive App Features/Experience
230,all ways trusted.,POSITIVE,0.9988715052604676,App Quality and Services
231,best mb application in ethiopia financial sector.,POSITIVE,0.9990665316581726,Positive App Features/Experience
232,i like this app,POSITIVE,0.9996516704559326,App Quality and Services
233,am tired why i have to update every 5 day,NEGATIVE,0.9996090531349182,User Experience and Efficiency
234,usb debugig mode bicha off endidereg axrigu like awash bank,NEGATIVE,0.9974377155303956,Positive App Features/Experience
235,good morning 🙏,POSITIVE,0.9997515082359314,General Banking Operations
236,am happy 😃,POSITIVE,0.9998183846473694,General Banking Operations
237,wowww,POSITIVE,0.9972698092460632,App Quality and Services
238,kehru nasir abfixa,POSITIVE,0.8188510537147522,General Banking Operations
239,it is well organized.,POSITIVE,0.9998693466186525,General Banking Operations
240,can't see the nearest branch or atm available,NEGATIVE,0.9962969422340392,App Quality and Services
241,the app does not open,NEGATIVE,0.9997572302818298,App Quality and Services
242,from monk,POSITIVE,0.9398741722106934,App Quality and Services
243,"amazing, delightful and seamless mobile banking application, i have ever experienced!! indeed, i feel great proud to be part of your stakeholder! my first choice bank, commercial bank of ethiopia, the pioneer and leading in digital banking services in ethiopia! five stars ⭐⭐⭐⭐⭐ are little to you! thank you so much🙏",POSITIVE,0.9996967315673828,Positive App Features/Experience
244,incredible,POSITIVE,0.99987530708313,App Quality and Services
245,የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,NEGATIVE,0.957039713859558,Positive App Features/Experience
246,it's the best money transfer app ever,POSITIVE,0.9996806383132936,Positive App Features/Experience
247,it is nice,POSITIVE,0.9998648166656494,App Quality and Services
248,user friendly. best.,POSITIVE,0.9997245669364928,Positive App Features/Experience
249,🙏,NEGATIVE,0.6970565915107727,General Banking Operations
250,አሪፍ,NEGATIVE,0.6970565915107727,App Functionality/Issues
251,best app!!!,POSITIVE,0.9997482895851136,Positive App Features/Experience
252,"it is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. so please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. we do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number how can i know who tranfers to me???",NEGATIVE,0.9859862327575684,User Experience and Efficiency
253,very good app,POSITIVE,0.9998675584793092,Positive App Features/Experience
254,jabirabdala,NEGATIVE,0.9328044652938844,General Banking Operations
255,unfair cost of transportations... what a shame!!!,NEGATIVE,0.9997835755348206,General Banking Operations
256,"i think it is a good app to use easily. however, i have one more comment: the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receiver's app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",NEGATIVE,0.9977512955665588,User Experience and Efficiency
257,waw!!! i am proud!!! my strong bank works at best even in a remote location here in malabo (ecuatorial guinea). mewolid mubarak cbe!!!,POSITIVE,0.9996813535690308,Positive App Features/Experience
258,zinaa ahmed,POSITIVE,0.924660325050354,App Quality and Services
259,absolutely excellent,POSITIVE,0.99985933303833,App Quality and Services
260,amazing app,POSITIVE,0.9998670816421508,App Quality and Services
261,perfect and easy,POSITIVE,0.9998718500137328,App Quality and Services
262,fastest,POSITIVE,0.999160885810852,General Banking Operations
263,my account is not working,NEGATIVE,0.9997815489768982,User Experience and Efficiency
264,the recent update is not optimized fir latest version of android,NEGATIVE,0.999637246131897,User Experience and Efficiency
265,topp,POSITIVE,0.9706206321716307,App Quality and Services
266,i appreciate it,POSITIVE,0.999839186668396,User Experience and Efficiency
267,v.good app,POSITIVE,0.9952701926231384,App Quality and Services
268,sahib amin jamal,POSITIVE,0.8987875580787659,App Quality and Services
269,installi,NEGATIVE,0.9575467109680176,App Quality and Services
270,very good apps,POSITIVE,0.9998751878738404,Positive App Features/Experience
271,👍👍👍👍,NEGATIVE,0.6970565915107727,General Banking Operations
272,the app say it is not compatible with ur phone can u fix it it is not updating.,NEGATIVE,0.9997796416282654,User Experience and Efficiency
273,"i would like to give you some feedback on current update, its very nice and easy to use👍 but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",NEGATIVE,0.9962132573127748,User Experience and Efficiency
274,tinishu titiba,NEGATIVE,0.715971827507019,App Functionality/Issues
275,"essy to use ,has great interface and user-friendly g",POSITIVE,0.9995421171188354,Positive App Features/Experience
276,yuuuuu,NEGATIVE,0.9227678775787354,App Functionality/Issues
277,i found it very much friendly,POSITIVE,0.9997764229774476,Positive App Features/Experience
278,"very useful app, while we use cbe.",POSITIVE,0.9981263279914856,Positive App Features/Experience
279,woooow,POSITIVE,0.9561602473258972,General Banking Operations
280,redmi,POSITIVE,0.9882866740226746,App Functionality/Issues
281,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,NEGATIVE,0.932232677936554,App Functionality/Issues
282,kamil aweil,POSITIVE,0.9943663477897644,General Banking Operations
283,in your next update can you come with night mode future,NEGATIVE,0.6754571199417114,User Experience and Efficiency
284,"truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app, thus, cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. thank you !",POSITIVE,0.9994266033172609,Positive App Features/Experience
285,mayreba app you its better if you use other banks,NEGATIVE,0.9957265853881836,App Quality and Services
286,not prefect transfer to other bank the mony not deliverd imidetliy take three or five days,NEGATIVE,0.9938229322433472,App Functionality/Issues
