bank_id,review_text,cleaned_review,rating,review_date,sentiment_label,sentiment_score,source
1,mid application it's so annoying,mid application its so annoying,3,2025-11-20,NEGATIVE,0.9997883439064026,Google Play Store
1,i used morethan one year,i used morethan one year,4,2025-11-20,NEGATIVE,0.9802079796791076,Google Play Store
1,no word can explane about this app it is nice 👍👍👍👍👍,no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,NEGATIVE,0.9920698404312134,Google Play Store
1,"it's great app,i love this app",its great appi love this app,5,2025-11-20,POSITIVE,0.9998750686645508,Google Play Store
1,suckkkks,suckkkks,1,2025-11-19,NEGATIVE,0.9737536311149596,Google Play Store
1,not allowing to transfer and showing current statement updates.,not allowing to transfer and showing current statement updates,1,2025-11-19,NEGATIVE,0.9991471767425536,Google Play Store
1,i love you this app,i love you this app,5,2025-11-19,POSITIVE,0.9998642206192015,Google Play Store
1,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",fast and convenient app thanks for your dedication as a bank to provide good options to your cuatomers,1,2025-11-19,POSITIVE,0.9993645548820496,Google Play Store
1,make life easy,make life easy,5,2025-11-19,POSITIVE,0.999527096748352,Google Play Store
1,securr,securr,5,2025-11-19,NEGATIVE,0.989194393157959,Google Play Store
1,my most optional bank,my most optional bank,5,2025-11-17,POSITIVE,0.7555266618728638,Google Play Store
1,5 star,star,5,2025-11-16,POSITIVE,0.9964116215705872,Google Play Store
1,it is fantastic app.,it is fantastic app,5,2025-11-16,POSITIVE,0.9998733997344972,Google Play Store
1,sifen,sifen,5,2025-11-16,NEGATIVE,0.8473550081253052,Google Play Store
1,i like this√,i like this√,4,2025-11-16,POSITIVE,0.9998555183410645,Google Play Store
1,ok,ok,3,2025-11-16,POSITIVE,0.9997851252555848,Google Play Store
1,ጥሩ app ነዉ ። የኔ የግል አስተያየት- update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,ጥሩ app ነዉ ። የኔ የግል አስተያየት update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን,5,2025-11-15,NEGATIVE,0.9916301369667052,Google Play Store
1,"seriously, what’s going on with this app? the ""pay to beneficiary"" option is completely disabled for android users, yet ios users get full access without restrictions. why are android users being treated like second class customers? it’s the same app, the same service, but clearly not the same experience. this kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. right now, it just feels unfair and frustrating.",seriously what’s going on with this app the pay to beneficiary option is completely disabled for android users yet ios users get full access without restrictions why are android users being treated like second class customers it’s the same app the same service but clearly not the same experience this kind of platform bias is unacceptable either give everyone the same features or be transparent about why you’re limiting functionality right now it just feels unfair and frustrating,1,2025-11-15,NEGATIVE,0.9996232986450196,Google Play Store
1,like,like,5,2025-11-13,POSITIVE,0.9910564422607422,Google Play Store
1,nice and very useful app i like it!,nice and very useful app i like it,5,2025-11-13,POSITIVE,0.999858856201172,Google Play Store
1,smart app,smart app,4,2025-11-12,POSITIVE,0.999789297580719,Google Play Store
1,sync problem may 22 2025 but the date stack on may 8 2025 help pls,sync problem may but the date stack on may help pls,5,2025-11-12,NEGATIVE,0.992516815662384,Google Play Store
1,cbe is my choice,cbe is my choice,4,2025-11-11,POSITIVE,0.9987378716468812,Google Play Store
1,awesome,awesome,5,2025-11-11,POSITIVE,0.9998682737350464,Google Play Store
1,i am not able to transfer. the app is not responding,i am not able to transfer the app is not responding,1,2025-11-11,NEGATIVE,0.999775230884552,Google Play Store
1,very convenient app,very convenient app,5,2025-11-11,POSITIVE,0.994573414325714,Google Play Store
1,excellent but sometimes can not connect,excellent but sometimes can not connect,5,2025-11-10,NEGATIVE,0.9832204580307008,Google Play Store
1,wow apk,wow apk,5,2025-11-10,POSITIVE,0.9992477893829346,Google Play Store
1,best 100 %,best,5,2025-11-10,POSITIVE,0.9998010993003844,Google Play Store
1,bad app,bad app,1,2025-11-10,NEGATIVE,0.9997212290763856,Google Play Store
1,best app,best app,5,2025-11-10,POSITIVE,0.999686598777771,Google Play Store
1,nice app,nice app,5,2025-11-10,POSITIVE,0.9998061060905457,Google Play Store
1,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,the app constantly glitches and wont stop loading despite having a decent connection and a cleared cache telebirr is way better,1,2025-11-10,POSITIVE,0.8869743943214417,Google Play Store
1,i can't access it properly i think it needs update,i cant access it properly i think it needs update,1,2025-11-10,NEGATIVE,0.9996213912963868,Google Play Store
1,👌👌,👌👌,5,2025-11-10,NEGATIVE,0.6970565915107727,Google Play Store
1,best 👌,best 👌,5,2025-11-10,POSITIVE,0.9997019171714784,Google Play Store
1,not refresh,not refresh,2,2025-11-10,NEGATIVE,0.999051868915558,Google Play Store
1,your statement is not used as wanted,your statement is not used as wanted,1,2025-11-10,NEGATIVE,0.99908447265625,Google Play Store
1,good very good,good very good,5,2025-11-09,POSITIVE,0.9998477697372437,Google Play Store
1,this is absolute trash why because it's not woking most time the servers are down even though i'm using 4g data internet they steal not working they use to work with out even data package now it's trash can't even send money,this is absolute trash why because its not woking most time the servers are down even though im using g data internet they steal not working they use to work with out even data package now its trash cant even send money,1,2025-11-09,NEGATIVE,0.9997031092643738,Google Play Store
1,bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,NEGATIVE,0.98004812002182,Google Play Store
1,good !,good,5,2025-11-08,POSITIVE,0.9998268485069276,Google Play Store
1,i like it,i like it,5,2025-11-08,POSITIVE,0.99985933303833,Google Play Store
1,very nice app,very nice app,5,2025-11-08,POSITIVE,0.9998562335968018,Google Play Store
1,the app is not functional this week.,the app is not functional this week,4,2025-11-08,NEGATIVE,0.9996664524078368,Google Play Store
1,very updated bank,very updated bank,5,2025-11-05,POSITIVE,0.999656081199646,Google Play Store
1,tankyu,tankyu,5,2025-11-05,POSITIVE,0.8404368162155151,Google Play Store
1,numbers 2 and 3 don't write during pin verification.,numbers and dont write during pin verification,5,2025-11-05,NEGATIVE,0.986690640449524,Google Play Store
1,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",once it is uninstalled you need to visit a nearby bank you go there and they ask you to have a new sim card which hasnt been used before so you should buy a new sim card and you go back to them with a new sim card when you reach there service provider says authentication pin is not arrive the system is not working come back tomorrow,1,2025-11-05,NEGATIVE,0.9989122152328492,Google Play Store
1,loved it,loved it,5,2025-11-05,POSITIVE,0.9998797178268432,Google Play Store
1,this app is not working on my phone,this app is not working on my phone,5,2025-11-03,NEGATIVE,0.9996734857559204,Google Play Store
1,cbe needs to show transaction fees before the transaction is confirmed and not after. this is a big issue as fees are no longer insignificant.,cbe needs to show transaction fees before the transaction is confirmed and not after this is a big issue as fees are no longer insignificant,3,2025-11-03,NEGATIVE,0.964024543762207,Google Play Store
1,"after the recent updates, i am unable to download a receipt. i can't see the names of account holders i've previously transacted with. very important. please fix it asap.",after the recent updates i am unable to download a receipt i cant see the names of account holders ive previously transacted with very important please fix it asap,1,2025-11-03,NEGATIVE,0.9985938668251038,Google Play Store
1,wow 😘😘😘,wow 😘😘😘,4,2025-11-02,POSITIVE,0.9992976188659668,Google Play Store
1,mobile banking broblem,mobile banking broblem,5,2025-11-01,NEGATIVE,0.9918060302734376,Google Play Store
1,good job,good job,5,2025-11-01,POSITIVE,0.999835729598999,Google Play Store
1,it is a good and clear apps to use,it is a good and clear apps to use,4,2025-10-31,POSITIVE,0.9998574256896972,Google Play Store
1,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር ብር ሲተላለፍ ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,NEGATIVE,0.929838240146637,Google Play Store
1,i love this app b/c every option in the app very clear and supportive.,i love this app bc every option in the app very clear and supportive,5,2025-10-30,POSITIVE,0.9998561143875122,Google Play Store
1,niiceh,niiceh,5,2025-10-29,POSITIVE,0.8779535293579102,Google Play Store
1,the app is good but their is no dark mode you have to add it,the app is good but their is no dark mode you have to add it,3,2025-10-29,POSITIVE,0.9965399503707886,Google Play Store
1,🤮,🤮,1,2025-10-29,NEGATIVE,0.6970565915107727,Google Play Store
1,abdulakim abrahim elemoo,abdulakim abrahim elemoo,5,2025-10-28,POSITIVE,0.9634568691253662,Google Play Store
1,strong,strong,5,2025-10-28,POSITIVE,0.999862551689148,Google Play Store
1,abebaw zenebe,abebaw zenebe,5,2025-10-28,NEGATIVE,0.5422849655151367,Google Play Store
1,good i love it keep it up but if we had a new update that will be fire soo good,good i love it keep it up but if we had a new update that will be fire soo good,5,2025-10-27,POSITIVE,0.9990962743759156,Google Play Store
1,cbe,cbe,5,2025-10-27,POSITIVE,0.9966009855270386,Google Play Store
1,active and granted system,active and granted system,5,2025-10-27,POSITIVE,0.998322069644928,Google Play Store
1,fast app,fast app,4,2025-10-26,POSITIVE,0.9983617663383484,Google Play Store
1,cool 😎,cool 😎,5,2025-10-26,POSITIVE,0.9997991919517516,Google Play Store
1,galaxy a10s,galaxy as,3,2025-10-26,POSITIVE,0.8983982801437378,Google Play Store
1,the best apps,the best apps,5,2025-10-26,POSITIVE,0.9998617172241212,Google Play Store
1,arif app new,arif app new,5,2025-10-26,NEGATIVE,0.5203981995582581,Google Play Store
1,laga bari biranch,laga bari biranch,5,2025-10-26,NEGATIVE,0.9922856092453004,Google Play Store
1,ነነሠነሠሠነሠሠሠሠነየነ,ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,NEGATIVE,0.6970565915107727,Google Play Store
1,i would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,i would like to suggest you improve the time out as it takes the money and doesnt return it back until the next day,3,2025-10-25,NEGATIVE,0.9949776530265808,Google Play Store
1,attractive,attractive,5,2025-10-25,POSITIVE,0.9998689889907836,Google Play Store
1,mite,mite,5,2025-10-24,NEGATIVE,0.996557116508484,Google Play Store
1,useful,useful,5,2025-10-24,POSITIVE,0.9997634291648864,Google Play Store
1,"not good, not bad!",not good not bad,3,2025-10-23,NEGATIVE,0.9981550574302672,Google Play Store
1,very good,very good,5,2025-10-23,POSITIVE,0.9998520612716676,Google Play Store
1,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ ብር ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,NEGATIVE,0.9546589255332948,Google Play Store
1,imp,imp,5,2025-10-22,NEGATIVE,0.9978600144386292,Google Play Store
1,super fast app,super fast app,5,2025-10-21,POSITIVE,0.9976546168327332,Google Play Store
1,"the app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. it also forces users to turn off developer options, which is unnecessary — other banking apps work fine without that. many people use developer mode for normal reasons. please fix performance issues, remove this restriction, and add biometric login for better security and convenience",the app has a nice design and useful features like balance check and transfers but it’s unstable and often fails to connect it also forces users to turn off developer options which is unnecessary — other banking apps work fine without that many people use developer mode for normal reasons please fix performance issues remove this restriction and add biometric login for better security and convenience,2,2025-10-19,NEGATIVE,0.998361885547638,Google Play Store
1,"it says ""ti is work any more in your device"" what can i do??",it says ti is work any more in your device what can i do,1,2025-10-18,NEGATIVE,0.9991005659103394,Google Play Store
1,blah blah blah,blah blah blah,5,2025-10-18,NEGATIVE,0.997789978981018,Google Play Store
1,bad ግዴታ መሆንሁ,bad ግዴታ መሆንሁ,1,2025-10-17,NEGATIVE,0.9995405673980712,Google Play Store
1,cbe no.1,cbe no,5,2025-10-17,POSITIVE,0.9968194961547852,Google Play Store
1,"it's not work correctly when it's needed sometimes, but it works sometimes though",its not work correctly when its needed sometimes but it works sometimes though,2,2025-10-16,POSITIVE,0.996988832950592,Google Play Store
1,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,its easy to use and more secured than the previous one i love it and appreciate commercial bank of ethiopia for every time update,5,2025-10-16,POSITIVE,0.999740183353424,Google Play Store
1,gooof,gooof,5,2025-10-16,NEGATIVE,0.996545135974884,Google Play Store
1,"suddenly the cbe application i was using stopped working and called callcenter, i was told it's because it expired and i should vist any branch to fix it. so i went to cbe silassie branch.after filling a form they gave me, i sat down and waited until they finish fixing 2 customer's case who arrived before me. but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i left.with no service.why?",suddenly the cbe application i was using stopped working and called callcenter i was told its because it expired and i should vist any branch to fix it so i went to cbe silassie branchafter filling a form they gave me i sat down and waited until they finish fixing customers case who arrived before me but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i leftwith no servicewhy,1,2025-10-16,NEGATIVE,0.9996702671051024,Google Play Store
1,still not perfect like before,still not perfect like before,1,2025-10-15,NEGATIVE,0.9995744824409484,Google Play Store
1,this app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. i think it is a risk full app😭😭😭🤤🤤,this app dash board is disturbing me it is not showing me traxation and my balance while displaying others option on dashboard i think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,NEGATIVE,0.9985210299491882,Google Play Store
1,applied,applied,1,2025-10-14,POSITIVE,0.998971939086914,Google Play Store
1,10 years ago,years ago,4,2025-10-14,POSITIVE,0.9060004353523254,Google Play Store
1,asefa obsa,asefa obsa,5,2025-10-14,NEGATIVE,0.9988316893577576,Google Play Store
1,it's good app,its good app,5,2025-10-14,POSITIVE,0.9998689889907836,Google Play Store
1,very slow,very slow,1,2025-10-14,NEGATIVE,0.9997065663337708,Google Play Store
1,berhan deriba wami,berhan deriba wami,4,2025-10-14,POSITIVE,0.7555697560310364,Google Play Store
1,mahamad usman,mahamad usman,5,2025-10-13,POSITIVE,0.9890894293785096,Google Play Store
1,erako,erako,5,2025-10-13,POSITIVE,0.997822403907776,Google Play Store
1,🔥🔥🔥🔥🔥,🔥🔥🔥🔥🔥,5,2025-10-13,NEGATIVE,0.6970565915107727,Google Play Store
1,opne,opne,5,2025-10-13,NEGATIVE,0.7972500920295715,Google Play Store
1,mehommd nuri,mehommd nuri,5,2025-10-13,POSITIVE,0.9508018493652344,Google Play Store
1,providing very secure service.,providing very secure service,5,2025-10-12,POSITIVE,0.9993906021118164,Google Play Store
1,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም,1,2025-10-12,NEGATIVE,0.9760127663612366,Google Play Store
1,ዳር ኑሮ ላለው ኣፍሪቻን ው,ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,NEGATIVE,0.8832131028175354,Google Play Store
1,riyad mohammed abaoli 92 527 2567,riyad mohammed abaoli,5,2025-10-12,POSITIVE,0.9531126022338868,Google Play Store
1,it doesn't show bank statement and no options to see transactions for the past months.,it doesnt show bank statement and no options to see transactions for the past months,2,2025-10-11,NEGATIVE,0.9994134902954102,Google Play Store
1,mamma husen,mamma husen,2,2025-10-11,POSITIVE,0.9694636464118958,Google Play Store
1,3 stars because i can't see all my transaction history apart from the recents and a refresh button has been removed from the recents activity. the app should allow clients to view all of the transactions not just recents.,stars because i cant see all my transaction history apart from the recents and a refresh button has been removed from the recents activity the app should allow clients to view all of the transactions not just recents,3,2025-10-11,NEGATIVE,0.9932369589805604,Google Play Store
1,exceptional application from others bank,exceptional application from others bank,5,2025-10-10,POSITIVE,0.9996663331985474,Google Play Store
1,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",it is very nice but i have a serious suggestion when you send to other cbe birr customer it does not show the name of the recipient befor it actually send the money please improve this,4,2025-10-10,NEGATIVE,0.9849932193756104,Google Play Store
1,good👍👍👍😊😊😊,good👍👍👍😊😊😊,5,2025-10-10,NEGATIVE,0.6970565915107727,Google Play Store
1,really good app,really good app,5,2025-10-10,POSITIVE,0.9998643398284912,Google Play Store
1,smart bank cbe,smart bank cbe,5,2025-10-10,POSITIVE,0.9971417784690856,Google Play Store
1,ali urgesa11,ali urgesa,3,2025-10-09,NEGATIVE,0.9212201833724976,Google Play Store
1,it's good,its good,5,2025-10-09,POSITIVE,0.9998360872268676,Google Play Store
1,good apps,good apps,5,2025-10-09,POSITIVE,0.9998608827590942,Google Play Store
1,password በጣት አሻራ ቢኖረው መልካም ነበር,password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,NEGATIVE,0.8905713558197021,Google Play Store
1,best app i ever seen,best app i ever seen,5,2025-10-09,POSITIVE,0.999450147151947,Google Play Store
1,it's game changing in financial system,its game changing in financial system,4,2025-10-09,POSITIVE,0.9973504543304444,Google Play Store
1,"z,mkt 20_._!8+⅓⅕😘r",zmkt ⅓⅕😘r,1,2025-10-09,NEGATIVE,0.9171797633171082,Google Play Store
1,will good updating,will good updating,5,2025-10-08,POSITIVE,0.9998600482940674,Google Play Store
1,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",service charge vat fee everything here is not yours they wanna take what you have everything is not fair,1,2025-10-08,NEGATIVE,0.9994321465492249,Google Play Store
1,why removing screenshot feature why?,why removing screenshot feature why,2,2025-10-08,NEGATIVE,0.9981147050857544,Google Play Store
1,very good application! thank you all who participate!,very good application thank you all who participate,5,2025-10-08,POSITIVE,0.99987530708313,Google Play Store
1,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,POSITIVE,0.9998462200164796,Google Play Store
1,user compatible app!,user compatible app,5,2025-10-08,POSITIVE,0.9933547973632812,Google Play Store
1,"i am trying to access this app on my android phone, but sometimes doesn't work. so kindly try to improve it.",i am trying to access this app on my android phone but sometimes doesnt work so kindly try to improve it,3,2025-10-07,NEGATIVE,0.9972966313362122,Google Play Store
1,what an amazing app. you know how much it simplify life. thanks cbe. i proud of you.,what an amazing app you know how much it simplify life thanks cbe i proud of you,5,2025-10-07,POSITIVE,0.9998732805252076,Google Play Store
1,our commercial bank of ethiopia is good !,our commercial bank of ethiopia is good,5,2025-10-06,POSITIVE,0.9998595714569092,Google Play Store
1,asledin ibsa,asledin ibsa,5,2025-10-06,POSITIVE,0.9360381364822388,Google Play Store
1,terrible when showing history of transaction it shows in disorganised way,terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,NEGATIVE,0.9996823072433472,Google Play Store
1,my bank,my bank,5,2025-10-05,NEGATIVE,0.845909595489502,Google Play Store
1,data,data,5,2025-10-04,POSITIVE,0.961766242980957,Google Play Store
1,"lately i am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that i was working fine a few day ago and also it says when i enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",lately i am facing a problem with the app and the problem is when log in and inter my pin it doesnt work at all and says cant sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to digit pin and it doesnt allow me to change it please solve what is the problem with the app,2,2025-10-04,NEGATIVE,0.9996047616004944,Google Play Store
1,excellent app with lots of features,excellent app with lots of features,5,2025-10-04,POSITIVE,0.9998672008514404,Google Play Store
1,very good 👍 mobile banking,very good 👍 mobile banking,5,2025-10-04,POSITIVE,0.9998119473457336,Google Play Store
1,so special,so special,5,2025-10-04,POSITIVE,0.9998575448989868,Google Play Store
1,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,NEGATIVE,0.949227809906006,Google Play Store
1,woow cbe,woow cbe,5,2025-10-03,POSITIVE,0.8725982308387756,Google Play Store
1,cbe the best bank app,cbe the best bank app,4,2025-10-03,POSITIVE,0.9993187189102172,Google Play Store
1,this app cbe bank it's simple and smart i like it.,this app cbe bank its simple and smart i like it,5,2025-10-03,POSITIVE,0.999851942062378,Google Play Store
1,rijalufaris,rijalufaris,5,2025-10-02,POSITIVE,0.678228497505188,Google Play Store
1,its best app but i hate the repeatedly update request,its best app but i hate the repeatedly update request,5,2025-10-02,NEGATIVE,0.9902864098548888,Google Play Store
1,imoo,imoo,3,2025-10-02,POSITIVE,0.9941620230674744,Google Play Store
1,"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",it was good since it become a robber the vat taxservice chargeunbelievable charge to send to other bank monthly chargeetc i hope one international bank comes and we all leave this bank enough is enough,1,2025-10-02,POSITIVE,0.991557002067566,Google Play Store
1,screen shoot always not allowed why?,screen shoot always not allowed why,5,2025-10-02,NEGATIVE,0.9965750575065612,Google Play Store
1,enkorabetalen,enkorabetalen,5,2025-10-01,POSITIVE,0.9099953174591064,Google Play Store
1,gamada mahamadi,gamada mahamadi,1,2025-09-30,POSITIVE,0.7746045589447021,Google Play Store
1,it is very good banking web but its network is sometimes busy i hope they willfix the problem,it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,NEGATIVE,0.9974638223648072,Google Play Store
1,verfcasencod,verfcasencod,5,2025-09-30,NEGATIVE,0.8742530941963196,Google Play Store
1,you can't get your own transaction history,you cant get your own transaction history,1,2025-09-29,NEGATIVE,0.9996032118797302,Google Play Store
1,sintu,sintu,5,2025-09-29,NEGATIVE,0.9596135020256042,Google Play Store
1,bank of ethiopia,bank of ethiopia,5,2025-09-28,POSITIVE,0.9304206371307372,Google Play Store
1,"all most good, but need improvement",all most good but need improvement,5,2025-09-27,NEGATIVE,0.8200955390930176,Google Play Store
1,"great application for me,so i would like to rate with solid 5 star.that it works well overall. so hello everyone enjoy the apps",great application for meso i would like to rate with solid starthat it works well overall so hello everyone enjoy the apps,5,2025-09-27,POSITIVE,0.999836564064026,Google Play Store
1,poor app all of you guys delete cbe and download boa,poor app all of you guys delete cbe and download boa,1,2025-09-27,NEGATIVE,0.9997864365577698,Google Play Store
1,niceapp,niceapp,5,2025-09-27,POSITIVE,0.9998270869255066,Google Play Store
1,the best app of all,the best app of all,5,2025-09-25,POSITIVE,0.9998633861541748,Google Play Store
1,❤️,❤️,5,2025-09-25,NEGATIVE,0.6970565915107727,Google Play Store
1,"most of the time when i try to open the app, it does not load. the circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". this seems to mean that the app cannot connect to the internet, even though i have a stable internet connection, and all other stuff work properly.",most of the time when i try to open the app it does not load the circle keeps spinning as if it is trying to open and get a message saying attempts left for offline login this seems to mean that the app cannot connect to the internet even though i have a stable internet connection and all other stuff work properly,2,2025-09-24,NEGATIVE,0.9988370537757874,Google Play Store
1,juhaar,juhaar,5,2025-09-24,NEGATIVE,0.6955298185348511,Google Play Store
1,i am using cbe app very fantastic.,i am using cbe app very fantastic,5,2025-09-24,POSITIVE,0.999567449092865,Google Play Store
1,bist app tankyou,bist app tankyou,4,2025-09-23,NEGATIVE,0.9962037205696106,Google Play Store
1,this is very useful and consistent app,this is very useful and consistent app,5,2025-09-23,POSITIVE,0.9998074173927308,Google Play Store
