review,rating,date,bank,source
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15 21:51:01,CBE,Google Play
Like,5,2025-11-13 17:38:49,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13 13:21:35,CBE,Google Play
good,5,2025-11-13 07:49:44,CBE,Google Play
Good,5,2025-11-13 07:27:48,CBE,Google Play
Good,5,2025-11-13 07:17:55,CBE,Google Play
smart app,4,2025-11-12 21:17:20,CBE,Google Play
good App,5,2025-11-12 19:14:34,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12 14:53:10,CBE,Google Play
ok,5,2025-11-11 19:07:32,CBE,Google Play
cbe is my choice,4,2025-11-11 17:32:56,CBE,Google Play
Awesome,5,2025-11-11 16:02:57,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11 14:36:29,CBE,Google Play
Very convenient App,5,2025-11-11 08:44:13,CBE,Google Play
excellent but sometimes can not connect,5,2025-11-10 23:20:32,CBE,Google Play
good app,5,2025-11-10 21:55:20,CBE,Google Play
wow apk,5,2025-11-10 21:06:46,CBE,Google Play
best 100 %,5,2025-11-10 18:51:57,CBE,Google Play
bad app,1,2025-11-10 17:32:37,CBE,Google Play
best app,5,2025-11-10 17:12:36,CBE,Google Play
wow,5,2025-11-10 15:46:49,CBE,Google Play
nice app,5,2025-11-10 14:45:31,CBE,Google Play
bad app,4,2025-11-10 14:13:45,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10 13:21:30,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10 12:55:40,CBE,Google Play
👌👌,5,2025-11-10 12:20:01,CBE,Google Play
best 👌,5,2025-11-10 11:30:06,CBE,Google Play
good,4,2025-11-10 11:26:05,CBE,Google Play
not Refresh,2,2025-11-10 10:00:09,CBE,Google Play
your statement is not used as wanted,1,2025-11-10 07:08:16,CBE,Google Play
good very good,5,2025-11-09 20:53:13,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09 17:24:52,CBE,Google Play
good app,5,2025-11-08 22:20:25,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08 19:23:00,CBE,Google Play
Good !,5,2025-11-08 18:05:49,CBE,Google Play
i like it,5,2025-11-08 16:55:40,CBE,Google Play
Very nice app,5,2025-11-08 16:51:07,CBE,Google Play
the app is not functional this week.,4,2025-11-08 09:47:51,CBE,Google Play
good,5,2025-11-07 15:00:05,CBE,Google Play
very updated bank,5,2025-11-06 00:07:50,CBE,Google Play
tankyu,5,2025-11-05 23:18:44,CBE,Google Play
nice,5,2025-11-05 23:00:22,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05 21:58:03,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05 19:04:20,CBE,Google Play
loved it,5,2025-11-05 17:52:08,CBE,Google Play
Ok,1,2025-11-05 11:05:56,CBE,Google Play
this app is not working on my phone,5,2025-11-03 17:59:45,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03 11:00:51,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03 10:43:33,CBE,Google Play
nice,5,2025-11-02 20:01:17,CBE,Google Play
wow 😘😘😘,4,2025-11-02 19:40:51,CBE,Google Play
mobile banking broblem,5,2025-11-01 16:31:06,CBE,Google Play
good job,5,2025-11-01 12:00:05,CBE,Google Play
good,3,2025-11-01 05:18:08,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31 23:16:33,CBE,Google Play
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31 20:56:09,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30 18:17:03,CBE,Google Play
niiceh,5,2025-10-29 22:31:04,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29 19:27:20,CBE,Google Play
🤮,1,2025-10-29 07:23:57,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29 02:11:46,CBE,Google Play
best,5,2025-11-25 20:27:20,CBE,Google Play
good app,5,2025-11-25 18:10:35,CBE,Google Play
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25 17:14:22,CBE,Google Play
nice app...,5,2025-11-25 10:24:19,CBE,Google Play
very good banking service and fast service,5,2025-11-24 21:09:29,CBE,Google Play
thanks blc this app help me to use all time,5,2025-11-24 14:36:07,CBE,Google Play
good,5,2025-11-24 11:54:09,CBE,Google Play
why we can't send money to other people telebirr wallets??,1,2025-11-24 08:44:51,CBE,Google Play
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23 23:12:04,CBE,Google Play
በጣም ቀላልና ምቹ ነው።,5,2025-11-23 20:22:11,CBE,Google Play
wow,5,2025-11-23 15:30:09,CBE,Google Play
good,5,2025-11-23 10:13:39,CBE,Google Play
nice,5,2025-11-22 20:27:39,CBE,Google Play
you are the reason why i got ye chogara himem,1,2025-11-22 13:33:11,CBE,Google Play
it is so smart app i recommend it for everyone,5,2025-11-22 11:51:00,CBE,Google Play
excellent,5,2025-11-22 11:34:12,CBE,Google Play
good,5,2025-11-21 22:11:35,CBE,Google Play
ዳጊ,5,2025-11-21 19:55:17,CBE,Google Play
absolutely right,5,2025-11-21 18:45:37,CBE,Google Play
good app,5,2025-11-21 18:07:17,CBE,Google Play
mid application it's so annoying,3,2025-11-20 18:58:06,CBE,Google Play
I used morethan one year,4,2025-11-20 17:52:03,CBE,Google Play
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20 16:15:18,CBE,Google Play
"It's great app,I love this app",5,2025-11-20 11:37:22,CBE,Google Play
Nice,5,2025-11-19 23:42:22,CBE,Google Play
suckkkks,1,2025-11-19 19:20:20,CBE,Google Play
not allowing to transfer and showing current statement updates.,1,2025-11-19 18:51:36,CBE,Google Play
I love you this app,5,2025-11-19 10:09:34,CBE,Google Play
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19 08:28:14,CBE,Google Play
make life easy,5,2025-11-19 08:02:38,CBE,Google Play
securr,5,2025-11-19 05:55:07,CBE,Google Play
My most optional bank,5,2025-11-17 18:08:01,CBE,Google Play
5 star,5,2025-11-17 00:43:29,CBE,Google Play
it is fantastic app.,5,2025-11-16 13:14:03,CBE,Google Play
excellent,5,2025-11-16 11:17:05,CBE,Google Play
sifen,5,2025-11-16 09:52:58,CBE,Google Play
i like this√,4,2025-11-16 09:04:39,CBE,Google Play
Ok,3,2025-11-16 03:50:12,CBE,Google Play
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15 22:07:10,CBE,Google Play
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15 21:51:01,CBE,Google Play
Like,5,2025-11-13 17:38:49,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13 13:21:35,CBE,Google Play
good,5,2025-11-13 07:49:44,CBE,Google Play
Good,5,2025-11-13 07:27:48,CBE,Google Play
Good,5,2025-11-13 07:17:55,CBE,Google Play
smart app,4,2025-11-12 21:17:20,CBE,Google Play
good App,5,2025-11-12 19:14:34,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12 14:53:10,CBE,Google Play
ok,5,2025-11-11 19:07:32,CBE,Google Play
cbe is my choice,4,2025-11-11 17:32:56,CBE,Google Play
Awesome,5,2025-11-11 16:02:57,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11 14:36:29,CBE,Google Play
Very convenient App,5,2025-11-11 08:44:13,CBE,Google Play
excellent but sometimes can not connect,5,2025-11-10 23:20:32,CBE,Google Play
good app,5,2025-11-10 21:55:20,CBE,Google Play
wow apk,5,2025-11-10 21:06:46,CBE,Google Play
best 100 %,5,2025-11-10 18:51:57,CBE,Google Play
bad app,1,2025-11-10 17:32:37,CBE,Google Play
best app,5,2025-11-10 17:12:36,CBE,Google Play
wow,5,2025-11-10 15:46:49,CBE,Google Play
nice app,5,2025-11-10 14:45:31,CBE,Google Play
bad app,4,2025-11-10 14:13:45,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10 13:21:30,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10 12:55:40,CBE,Google Play
👌👌,5,2025-11-10 12:20:01,CBE,Google Play
best 👌,5,2025-11-10 11:30:06,CBE,Google Play
good,4,2025-11-10 11:26:05,CBE,Google Play
not Refresh,2,2025-11-10 10:00:09,CBE,Google Play
your statement is not used as wanted,1,2025-11-10 07:08:16,CBE,Google Play
good very good,5,2025-11-09 20:53:13,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09 17:24:52,CBE,Google Play
good app,5,2025-11-08 22:20:25,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08 19:23:00,CBE,Google Play
Good !,5,2025-11-08 18:05:49,CBE,Google Play
i like it,5,2025-11-08 16:55:40,CBE,Google Play
Very nice app,5,2025-11-08 16:51:07,CBE,Google Play
the app is not functional this week.,4,2025-11-08 09:47:51,CBE,Google Play
good,5,2025-11-07 15:00:05,CBE,Google Play
very updated bank,5,2025-11-06 00:07:50,CBE,Google Play
tankyu,5,2025-11-05 23:18:44,CBE,Google Play
nice,5,2025-11-05 23:00:22,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05 21:58:03,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05 19:04:20,CBE,Google Play
loved it,5,2025-11-05 17:52:08,CBE,Google Play
Ok,1,2025-11-05 11:05:56,CBE,Google Play
this app is not working on my phone,5,2025-11-03 17:59:45,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03 11:00:51,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03 10:43:33,CBE,Google Play
nice,5,2025-11-02 20:01:17,CBE,Google Play
wow 😘😘😘,4,2025-11-02 19:40:51,CBE,Google Play
mobile banking broblem,5,2025-11-01 16:31:06,CBE,Google Play
good job,5,2025-11-01 12:00:05,CBE,Google Play
good,3,2025-11-01 05:18:08,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31 23:16:33,CBE,Google Play
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31 20:56:09,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30 18:17:03,CBE,Google Play
niiceh,5,2025-10-29 22:31:04,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29 19:27:20,CBE,Google Play
🤮,1,2025-10-29 07:23:57,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29 02:11:46,CBE,Google Play
best,5,2025-11-25 20:27:20,CBE,Google Play
good app,5,2025-11-25 18:10:35,CBE,Google Play
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25 17:14:22,CBE,Google Play
nice app...,5,2025-11-25 10:24:19,CBE,Google Play
very good banking service and fast service,5,2025-11-24 21:09:29,CBE,Google Play
thanks blc this app help me to use all time,5,2025-11-24 14:36:07,CBE,Google Play
good,5,2025-11-24 11:54:09,CBE,Google Play
why we can't send money to other people telebirr wallets??,1,2025-11-24 08:44:51,CBE,Google Play
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23 23:12:04,CBE,Google Play
በጣም ቀላልና ምቹ ነው።,5,2025-11-23 20:22:11,CBE,Google Play
wow,5,2025-11-23 15:30:09,CBE,Google Play
good,5,2025-11-23 10:13:39,CBE,Google Play
nice,5,2025-11-22 20:27:39,CBE,Google Play
you are the reason why i got ye chogara himem,1,2025-11-22 13:33:11,CBE,Google Play
it is so smart app i recommend it for everyone,5,2025-11-22 11:51:00,CBE,Google Play
excellent,5,2025-11-22 11:34:12,CBE,Google Play
good,5,2025-11-21 22:11:35,CBE,Google Play
ዳጊ,5,2025-11-21 19:55:17,CBE,Google Play
absolutely right,5,2025-11-21 18:45:37,CBE,Google Play
good app,5,2025-11-21 18:07:17,CBE,Google Play
mid application it's so annoying,3,2025-11-20 18:58:06,CBE,Google Play
I used morethan one year,4,2025-11-20 17:52:03,CBE,Google Play
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20 16:15:18,CBE,Google Play
"It's great app,I love this app",5,2025-11-20 11:37:22,CBE,Google Play
Nice,5,2025-11-19 23:42:22,CBE,Google Play
suckkkks,1,2025-11-19 19:20:20,CBE,Google Play
not allowing to transfer and showing current statement updates.,1,2025-11-19 18:51:36,CBE,Google Play
I love you this app,5,2025-11-19 10:09:34,CBE,Google Play
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19 08:28:14,CBE,Google Play
make life easy,5,2025-11-19 08:02:38,CBE,Google Play
securr,5,2025-11-19 05:55:07,CBE,Google Play
My most optional bank,5,2025-11-17 18:08:01,CBE,Google Play
5 star,5,2025-11-17 00:43:29,CBE,Google Play
it is fantastic app.,5,2025-11-16 13:14:03,CBE,Google Play
excellent,5,2025-11-16 11:17:05,CBE,Google Play
sifen,5,2025-11-16 09:52:58,CBE,Google Play
i like this√,4,2025-11-16 09:04:39,CBE,Google Play
Ok,3,2025-11-16 03:50:12,CBE,Google Play
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15 22:07:10,CBE,Google Play
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15 21:51:01,CBE,Google Play
Like,5,2025-11-13 17:38:49,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13 13:21:35,CBE,Google Play
good,5,2025-11-13 07:49:44,CBE,Google Play
Good,5,2025-11-13 07:27:48,CBE,Google Play
Good,5,2025-11-13 07:17:55,CBE,Google Play
smart app,4,2025-11-12 21:17:20,CBE,Google Play
good App,5,2025-11-12 19:14:34,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12 14:53:10,CBE,Google Play
ok,5,2025-11-11 19:07:32,CBE,Google Play
cbe is my choice,4,2025-11-11 17:32:56,CBE,Google Play
Awesome,5,2025-11-11 16:02:57,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11 14:36:29,CBE,Google Play
Very convenient App,5,2025-11-11 08:44:13,CBE,Google Play
excellent but sometimes can not connect,5,2025-11-10 23:20:32,CBE,Google Play
good app,5,2025-11-10 21:55:20,CBE,Google Play
wow apk,5,2025-11-10 21:06:46,CBE,Google Play
best 100 %,5,2025-11-10 18:51:57,CBE,Google Play
bad app,1,2025-11-10 17:32:37,CBE,Google Play
best app,5,2025-11-10 17:12:36,CBE,Google Play
wow,5,2025-11-10 15:46:49,CBE,Google Play
nice app,5,2025-11-10 14:45:31,CBE,Google Play
bad app,4,2025-11-10 14:13:45,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10 13:21:30,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10 12:55:40,CBE,Google Play
👌👌,5,2025-11-10 12:20:01,CBE,Google Play
best 👌,5,2025-11-10 11:30:06,CBE,Google Play
good,4,2025-11-10 11:26:05,CBE,Google Play
not Refresh,2,2025-11-10 10:00:09,CBE,Google Play
your statement is not used as wanted,1,2025-11-10 07:08:16,CBE,Google Play
good very good,5,2025-11-09 20:53:13,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09 17:24:52,CBE,Google Play
good app,5,2025-11-08 22:20:25,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08 19:23:00,CBE,Google Play
Good !,5,2025-11-08 18:05:49,CBE,Google Play
i like it,5,2025-11-08 16:55:40,CBE,Google Play
Very nice app,5,2025-11-08 16:51:07,CBE,Google Play
the app is not functional this week.,4,2025-11-08 09:47:51,CBE,Google Play
good,5,2025-11-07 15:00:05,CBE,Google Play
very updated bank,5,2025-11-06 00:07:50,CBE,Google Play
tankyu,5,2025-11-05 23:18:44,CBE,Google Play
nice,5,2025-11-05 23:00:22,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05 21:58:03,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05 19:04:20,CBE,Google Play
loved it,5,2025-11-05 17:52:08,CBE,Google Play
Ok,1,2025-11-05 11:05:56,CBE,Google Play
this app is not working on my phone,5,2025-11-03 17:59:45,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03 11:00:51,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03 10:43:33,CBE,Google Play
nice,5,2025-11-02 20:01:17,CBE,Google Play
wow 😘😘😘,4,2025-11-02 19:40:51,CBE,Google Play
mobile banking broblem,5,2025-11-01 16:31:06,CBE,Google Play
good job,5,2025-11-01 12:00:05,CBE,Google Play
good,3,2025-11-01 05:18:08,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31 23:16:33,CBE,Google Play
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31 20:56:09,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30 18:17:03,CBE,Google Play
niiceh,5,2025-10-29 22:31:04,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29 19:27:20,CBE,Google Play
🤮,1,2025-10-29 07:23:57,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29 02:11:46,CBE,Google Play
best,5,2025-11-25 20:27:20,CBE,Google Play
good app,5,2025-11-25 18:10:35,CBE,Google Play
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25 17:14:22,CBE,Google Play
nice app...,5,2025-11-25 10:24:19,CBE,Google Play
very good banking service and fast service,5,2025-11-24 21:09:29,CBE,Google Play
thanks blc this app help me to use all time,5,2025-11-24 14:36:07,CBE,Google Play
good,5,2025-11-24 11:54:09,CBE,Google Play
why we can't send money to other people telebirr wallets??,1,2025-11-24 08:44:51,CBE,Google Play
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23 23:12:04,CBE,Google Play
በጣም ቀላልና ምቹ ነው።,5,2025-11-23 20:22:11,CBE,Google Play
wow,5,2025-11-23 15:30:09,CBE,Google Play
good,5,2025-11-23 10:13:39,CBE,Google Play
nice,5,2025-11-22 20:27:39,CBE,Google Play
you are the reason why i got ye chogara himem,1,2025-11-22 13:33:11,CBE,Google Play
it is so smart app i recommend it for everyone,5,2025-11-22 11:51:00,CBE,Google Play
excellent,5,2025-11-22 11:34:12,CBE,Google Play
good,5,2025-11-21 22:11:35,CBE,Google Play
ዳጊ,5,2025-11-21 19:55:17,CBE,Google Play
absolutely right,5,2025-11-21 18:45:37,CBE,Google Play
good app,5,2025-11-21 18:07:17,CBE,Google Play
mid application it's so annoying,3,2025-11-20 18:58:06,CBE,Google Play
I used morethan one year,4,2025-11-20 17:52:03,CBE,Google Play
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20 16:15:18,CBE,Google Play
"It's great app,I love this app",5,2025-11-20 11:37:22,CBE,Google Play
Nice,5,2025-11-19 23:42:22,CBE,Google Play
suckkkks,1,2025-11-19 19:20:20,CBE,Google Play
not allowing to transfer and showing current statement updates.,1,2025-11-19 18:51:36,CBE,Google Play
I love you this app,5,2025-11-19 10:09:34,CBE,Google Play
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19 08:28:14,CBE,Google Play
make life easy,5,2025-11-19 08:02:38,CBE,Google Play
securr,5,2025-11-19 05:55:07,CBE,Google Play
My most optional bank,5,2025-11-17 18:08:01,CBE,Google Play
5 star,5,2025-11-17 00:43:29,CBE,Google Play
it is fantastic app.,5,2025-11-16 13:14:03,CBE,Google Play
excellent,5,2025-11-16 11:17:05,CBE,Google Play
sifen,5,2025-11-16 09:52:58,CBE,Google Play
i like this√,4,2025-11-16 09:04:39,CBE,Google Play
Ok,3,2025-11-16 03:50:12,CBE,Google Play
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15 22:07:10,CBE,Google Play
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15 21:51:01,CBE,Google Play
Like,5,2025-11-13 17:38:49,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13 13:21:35,CBE,Google Play
good,5,2025-11-13 07:49:44,CBE,Google Play
Good,5,2025-11-13 07:27:48,CBE,Google Play
Good,5,2025-11-13 07:17:55,CBE,Google Play
smart app,4,2025-11-12 21:17:20,CBE,Google Play
good App,5,2025-11-12 19:14:34,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12 14:53:10,CBE,Google Play
ok,5,2025-11-11 19:07:32,CBE,Google Play
cbe is my choice,4,2025-11-11 17:32:56,CBE,Google Play
Awesome,5,2025-11-11 16:02:57,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11 14:36:29,CBE,Google Play
Very convenient App,5,2025-11-11 08:44:13,CBE,Google Play
